id,population,name
40144,27,Navares de las Cuevas
40145,1360,Navas de Oro
40904,423,Navas de Riofrío
40146,358,Navas de San Antonio
40148,299,Nieva
40149,599,Olombrada
40150,69,Orejana
40151,67,Ortigosa de Pestaño
40901,552,Ortigosa del Monte
40152,971,Otero de Herreros
40154,19,Pajarejos
40155,5052,Palazuelos de Eresma
40156,414,Pedraza
40157,51,Pelayos del Arroyo
40158,17,Perosillo
40159,184,Pinarejos
40160,105,Pinarnegrillo
40161,46,Pradales
40162,540,Prádena
40163,61,Puebla de Pedraza
40164,197,Rapariegos
40181,5352,Real Sitio de San Ildefonso
40165,84,Rebollo
40166,277,Remondo
40168,37,Riaguas de San Bartolomé
40170,2187,Riaza
40171,41,Ribota
40172,38,Riofrío de Riaza
40173,186,Roda de Eresma
40174,422,Sacramenia
40176,472,Samboal
40177,160,San Cristóbal de Cuéllar
40178,113,San Cristóbal de la Vega
40906,2991,San Cristóbal de Segovia
40182,244,San Martín y Mudrián
40183,148,San Miguel de Bernuy
40184,308,San Pedro de Gaíllos
40179,946,Sanchonuño
40180,328,Sangarcía
40185,1013,Santa María la Real de Nieva
40186,43,Santa Marta del Cerro
40188,104,Santiuste de Pedraza
40189,579,Santiuste de San Juan Bautista
40190,62,Santo Domingo de Pirón
40191,288,Santo Tomé del Puerto
40192,183,Sauquillo de Cabezas
40193,280,Sebúlcor
40194,52257,Segovia
40195,1122,Sepúlveda
40196,40,Sequera de Fresno
40198,25,Sotillo
40199,115,Sotosalbos
40200,51,Tabanera la Luenga
40201,56,Tolocirio
40206,190,Torre Val de San Pedro
40202,65,Torreadrada
40203,1299,Torrecaballeros
40204,216,Torrecilla del Pinar
40205,293,Torreiglesias
40207,1055,Trescasas
40208,1031,Turégano
40210,108,Urueñas
40211,80,Valdeprados
40212,30,Valdevacas de Montejo
40213,94,Valdevacas y Guijar
40218,99,Valle de Tabladillo
40219,707,Vallelado
40220,73,Valleruela de Pedraza
40221,53,Valleruela de Sepúlveda
40214,255,Valseca
40215,91,Valtiendas
40216,1070,Valverde del Majano
40222,246,Veganzones
40223,272,Vegas de Matute
40224,22,Ventosilla y Tejadilla
40225,1521,Villacastín
40228,615,Villaverde de Íscar
40229,35,Villaverde de Montejo
40230,110,Villeguillo
40231,138,Yanguas de Eresma
40233,529,Zarzuela del Monte
40234,463,Zarzuela del Pinar
41001,2073,Aguadulce
41002,1811,Alanís
41003,3135,Albaida del Aljarafe
41004,75080,Alcalá de Guadaíra
41005,11813,Alcalá del Río
41006,3397,Alcolea del Río
41007,16203,"Algaba, La"
41008,1283,Algámitas
41009,1461,Almadén de la Plata
41010,5919,Almensilla
41011,19594,Arahal
41012,4470,Aznalcázar
41013,6148,Aznalcóllar
41014,3147,Badolatosa
41015,7134,Benacazón
41016,10330,Bollullos de la Mitación
41017,21476,Bormujos
41018,12683,Brenes
41019,6449,Burguillos
41020,16516,"Cabezas de San Juan, Las"
41021,27258,Camas
41022,5399,"Campana, La"
41023,10645,Cantillana
41901,3302,Cañada Rosal
41024,28595,Carmona
41025,2548,Carrión de los Céspedes
41026,5593,Casariche
41027,4868,Castilblanco de los Arroyos
41028,2857,Castilleja de Guzmán
41029,17532,Castilleja de la Cuesta
41030,635,Castilleja del Campo
41031,1480,"Castillo de las Guardas, El"
41032,4933,Cazalla de la Sierra
41033,6119,Constantina
41034,30418,Coria del Río
41035,1337,Coripe
41036,4855,"Coronil, El"
41037,3987,"Corrales, Los"
41903,8681,"Cuervo de Sevilla, El"
41038,131855,Dos Hermanas
41039,40270,Écija
41040,15198,Espartinas
41041,12615,Estepa
41042,7166,Fuentes de Andalucía
41043,770,"Garrobo, El"
41044,9951,Gelves
41045,7444,Gerena
41046,3825,Gilena
41047,13261,Gines
41048,2706,Guadalcanal
41049,12570,Guillena
41050,6503,Herrera
41051,2836,Huévar del Aljarafe
41902,5911,Isla Mayor
41052,3858,Lantejuela
41053,27398,Lebrija
41054,848,Lora de Estepa
41055,19124,Lora del Río
41056,4604,"Luisiana, La"
41057,296,"Madroño, El"
41058,23047,Mairena del Alcor
41059,45040,Mairena del Aljarafe
41060,19773,Marchena
41061,2711,Marinaleda
41062,2733,Martín de la Jara
41063,3470,"Molares, Los"
41064,7050,Montellano
41065,28073,Morón de la Frontera
41066,1629,"Navas de la Concepción, Las"
41067,9415,Olivares
41068,17738,Osuna
41069,38173,"Palacios y Villafranca, Los"
41070,8315,Palomares del Río
41071,6991,Paradas
41072,5295,Pedrera
41073,2074,"Pedroso, El"
41074,3697,Peñaflor
41075,13999,Pilas
41076,2664,Pruna
41077,11190,"Puebla de Cazalla, La"
41078,3071,"Puebla de los Infantes, La"
41079,11995,"Puebla del Río, La"
41080,1575,"Real de la Jara, El"
41081,38277,"Rinconada, La"
41082,4278,"Roda de Andalucía, La"
41083,1397,"Ronquillo, El"
41084,3497,"Rubio, El"
41085,5498,Salteras
41086,21556,San Juan de Aznalfarache
41088,590,San Nicolás del Puerto
41087,13539,Sanlúcar la Mayor
41089,8442,Santiponce
41090,4350,"Saucejo, El"
41091,690566,Sevilla
41092,9689,Tocina
41093,24851,Tomares
41094,8663,Umbrete
41095,52674,Utrera
41096,7949,Valencina de la Concepción
41097,4462,Villamanrique de la Condesa
41100,1202,Villanueva de San Juan
41098,6490,Villanueva del Ariscal
41099,4906,Villanueva del Río y Minas
41101,7840,Villaverde del Río
41102,19168,"Viso del Alcor, El"
42001,327,Abejar
42003,48,Adradas
42004,3008,Ágreda
42006,191,Alconaba
42007,127,Alcubilla de Avellaneda
42008,60,Alcubilla de las Peñas
42009,87,Aldealafuente
42010,29,Aldealices
42011,19,Aldealpozo
42012,38,Aldealseñor
42013,37,Aldehuela de Periáñez
42014,68,"Aldehuelas, Las"
42015,32,Alentisque
42016,16,Aliud
42017,181,Almajano
42018,157,Almaluez
42019,590,Almarza
42020,5648,Almazán
42021,76,Almazul
42022,235,Almenar de Soria
42023,66,Alpanseque
42024,89,Arancón
42025,1573,Arcos de Jalón
42026,27,Arenillas
42027,77,Arévalo de la Sierra
42028,89,Ausejo de la Sierra
42029,154,Baraona
42030,106,Barca
42031,23,Barcones
42032,152,Bayubas de Abajo
42033,51,Bayubas de Arriba
42034,33,Beratón
42035,923,Berlanga de Duero
42036,50,Blacos
42037,37,Bliecos
42038,35,Borjabad
42039,252,Borobia
42041,34,Buberos
42042,58,Buitrago
42043,5005,Burgo de Osma-Ciudad de Osma
42044,57,Cabrejas del Campo
42045,362,Cabrejas del Pinar
42046,56,Calatañazor
42048,63,Caltojar
42049,122,Candilichera
42050,34,Cañamaque
42051,21,Carabantes
42052,16,Caracena
42053,27,Carrascosa de Abajo
42054,18,Carrascosa de la Sierra
42055,177,Casarejos
42056,29,Castilfrío de la Sierra
42058,116,Castillejo de Robledo
42057,180,Castilruiz
42059,21,Centenera de Andaluz
42060,38,Cerbón
42061,334,Cidones
42062,22,Cigudosa
42063,52,Cihuela
42064,90,Ciria
42065,21,Cirujales del Río
42068,87,Coscurita
42069,1757,Covaleda
42070,35,Cubilla
42071,184,Cubo de la Solana
42073,76,Cueva de Ágreda
42075,90,Dévanos
42076,239,Deza
42078,1146,Duruelo de la Sierra
42079,27,Escobosa de Almazán
42080,174,Espeja de San Marcelino
42081,184,Espejón
42082,8,Estepa de San Juan
42083,25,Frechilla de Almazán
42084,25,Fresno de Caracena
42085,189,Fuentearmegil
42086,39,Fuentecambrón
42087,57,Fuentecantos
42088,72,Fuentelmonge
42089,59,Fuentelsaz de Soria
42090,94,Fuentepinilla
42092,65,Fuentes de Magaña
42093,41,Fuentestrún
42094,742,Garray
42095,2519,Golmayo
42096,322,Gómara
42097,26,Gormaz
42098,10,Herrera de Soria
42100,32,Hinojosa del Campo
42103,733,Langa de Duero
42105,54,Liceras
42106,14,"Losilla, La"
42107,79,Magaña
42108,13,Maján
42110,66,Matalebreras
42111,326,Matamala de Almazán
42113,741,Medinaceli
42115,71,Miño de Medinaceli
42116,52,Miño de San Esteban
42117,171,Molinos de Duero
42118,23,Momblona
42119,212,Monteagudo de las Vicarías
42120,172,Montejo de Tiermes
42121,66,Montenegro de Cameros
42123,213,Morón de Almazán
42124,66,Muriel de la Fuente
42125,86,Muriel Viejo
42127,35,Nafría de Ucero
42128,44,Narros
42129,808,Navaleno
42130,59,Nepas
42131,56,Nolay
42132,155,Noviercas
42134,3661,Ólvega
42135,75,Oncala
42139,24,Pinilla del Campo
42140,16,Portillo de Soria
42141,114,"Póveda de Soria, La"
42142,66,Pozalmuro
42144,515,Quintana Redonda
42145,152,Quintanas de Gormaz
42148,10,Quiñonería
42149,492,"Rábanos, Los"
42151,39,Rebollar
42152,90,Recuerda
42153,17,Rello
42154,108,Renieblas
42155,186,Retortillo de Soria
42156,31,Reznos
42157,15,"Riba de Escalote, La"
42158,129,Rioseco de Soria
42159,39,Rollamienta
42160,281,"Royo, El"
42161,144,Salduero
42162,3043,San Esteban de Gormaz
42163,58,San Felices
42164,2112,San Leonardo de Yagüe
42165,593,San Pedro Manrique
42166,67,Santa Cruz de Yanguas
42167,300,Santa María de Huerta
42168,113,Santa María de las Hoyas
42171,129,Serón de Nágima
42172,36,Soliedra
42173,39171,Soria
42174,188,Sotillo del Rincón
42175,24,Suellacabras
42176,31,Tajahuerce
42177,72,Tajueco
42178,127,Talveila
42181,439,Tardelcuende
42182,48,Taroda
42183,124,Tejado
42184,61,Torlengua
42185,26,Torreblacos
42187,74,Torrubia de Soria
42188,50,Trévago
42189,55,Ucero
42190,100,Vadillo
42191,204,Valdeavellano de Tera
42192,43,Valdegeña
42193,20,Valdelagua del Cerro
42194,177,Valdemaluque
42195,116,Valdenebro
42196,11,Valdeprado
42197,77,Valderrodilla
42198,25,Valtajeros
42200,82,Velamazán
42201,23,Velilla de la Sierra
42202,20,Velilla de los Ajos
42204,57,Viana de Duero
42205,92,Villaciervos
42206,8,Villanueva de Gormaz
42207,49,Villar del Ala
42208,22,Villar del Campo
42209,141,Villar del Río
42211,91,"Villares de Soria, Los"
42212,75,Villasayas
42213,36,Villaseca de Arciel
42215,911,Vinuesa
42216,27,Vizmanos
42217,37,Vozmediano
42218,104,Yanguas
42219,44,Yelo
43001,903,Aiguamúrcia
43002,2303,Albinyana
43003,459,"Albiol, L'"
43004,9494,Alcanar
43005,5095,Alcover
43904,4250,"Aldea, L'"
43006,863,Aldover
43007,887,"Aleixar, L'"
43008,371,Alfara de Carles
43009,1844,Alforja
43010,405,Alió
43011,1401,Almoster
43012,5034,Altafulla
43013,7102,"Ametlla de Mar, L'"
43906,3322,"Ampolla, L'"
43014,20654,Amposta
43016,5520,"Arboç, L'"
43015,125,Arbolí
43017,136,"Argentera, L'"
43018,472,Arnes
43019,1695,Ascó
43020,3091,Banyeres del Penedès
43021,478,Barberà de la Conca
43022,1967,Batea
43023,296,Bellmunt del Priorat
43024,2190,Bellvei
43025,708,Benifallet
43026,1218,Benissanet
43027,208,"Bisbal de Falset, La"
43028,3466,"Bisbal del Penedès, La"
43029,393,Blancafort
43030,639,Bonastre
43031,2070,"Borges del Camp, Les"
43032,615,Bot
43033,1120,Botarell
43034,668,Bràfim
43035,326,Cabacés
43036,1113,Cabra del Camp
43037,24289,Calafell
43903,3349,Camarles
43038,33273,Cambrils
43907,5846,"Canonja, La"
43039,112,Capafonts
43040,392,Capçanes
43041,253,Caseres
43042,2851,Castellvell del Camp
43043,4211,"Catllar, El"
43045,171,Colldejou
43046,116,Conesa
43047,6439,Constantí
43048,1080,Corbera d'Ebre
43049,966,Cornudella de Montsant
43050,3467,Creixell
43051,11808,Cunit
43901,11544,Deltebre
43053,242,Duesaigües
43054,3791,"Espluga de Francolí, L'"
43055,2834,Falset
43056,1004,"Fatarella, La"
43057,40,"Febró, La"
43058,105,"Figuera, La"
43059,341,Figuerola del Camp
43060,3677,Flix
43061,47,Forès
43062,396,Freginals
43063,748,"Galera, La"
43064,2999,Gandesa
43065,601,Garcia
43066,193,"Garidells, Els"
43067,778,Ginestar
43068,631,Godall
43069,237,Gratallops
43070,273,"Guiamets, Els"
43071,1189,Horta de Sant Joan
43072,123,"Lloar, El"
43073,96,Llorac
43074,2323,Llorenç del Penedès
43076,586,Marçà
43075,97,Margalef
43077,605,Mas de Barberans
43078,1088,Masdenverge
43079,502,Masllorenç
43080,290,"Masó, La"
43081,774,Maspujols
43082,494,"Masroig, El"
43083,178,"Milà, El"
43084,737,Miravet
43085,282,"Molar, El"
43086,7290,Montblanc
43088,2779,Montbrió del Camp
43089,400,Montferri
43090,1397,"Montmell, El"
43091,166,Mont-ral
43092,11521,Mont-roig del Camp
43093,5574,Móra d'Ebre
43094,3104,Móra la Nova
43095,3550,"Morell, El"
43096,153,"Morera de Montsant, La"
43097,546,"Nou de Gaià, La"
43098,453,Nulles
43100,4597,"Pallaresos, Els"
43099,363,"Palma d'Ebre, La"
43101,161,Passanant i Belltall
43102,580,Paüls
43103,1282,Perafort
43104,2903,"Perelló, El"
43105,207,"Piles, Les"
43106,1014,"Pinell de Brai, El"
43107,500,Pira
43108,2294,"Pla de Santa Maria, El"
43109,3771,"Pobla de Mafumet, La"
43110,333,"Pobla de Massaluca, La"
43111,2806,"Pobla de Montornès, La"
43112,374,Poboleda
43113,515,"Pont d'Armentera, El"
43141,120,Pontils
43114,445,Porrera
43115,174,Pradell de la Teixeta
43116,587,Prades
43117,177,Prat de Comte
43118,691,Pratdip
43119,1121,Puigpelat
43120,543,Querol
43121,819,Rasquera
43122,148,Renau
43123,103615,Reus
43124,594,"Riba, La"
43125,1156,Riba-roja d'Ebre
43126,1694,"Riera de Gaià, La"
43127,1116,Riudecanyes
43128,1169,Riudecols
43129,6591,Riudoms
43130,251,Rocafort de Queralt
43131,6391,Roda de Berà
43132,492,Rodonyà
43133,8165,Roquetes
43134,398,"Rourell, El"
43135,540,Salomó
43905,26386,Salou
43136,14718,Sant Carles de la Ràpita
43137,2543,Sant Jaume dels Domenys
43902,3516,Sant Jaume d'Enveja
43138,3774,Santa Bàrbara
43139,2726,Santa Coloma de Queralt
43140,3260,Santa Oliva
43142,1587,Sarral
43143,59,Savallà del Comtat
43144,1692,"Secuita, La"
43145,5591,"Selva del Camp, La"
43146,51,Senan
43044,5654,"Sénia, La"
43147,619,Solivella
43148,131094,Tarragona
43149,887,Tivenys
43150,1684,Tivissa
43151,134,"Torre de Fontaubella, La"
43152,635,"Torre de l'Espanyol, La"
43153,15460,Torredembarra
43154,153,Torroja del Priorat
43155,33743,Tortosa
43156,6368,Ulldecona
43157,401,Ulldemolins
43158,110,Vallclara
43159,94,Vallfogona de Riucorb
43160,1645,Vallmoll
43161,24285,Valls
43162,6143,Vandellòs i l'Hospitalet de l'Infant
43163,36482,"Vendrell, El"
43164,421,Vespella de Gaià
43165,760,Vilabella
43175,658,Vilalba dels Arcs
43166,2255,Vilallonga del Camp
43168,118,Vilanova de Prades
43167,542,Vilanova d'Escornalbou
43169,590,Vilaplana
43170,1255,Vila-rodona
43171,21935,Vila-seca
43172,452,Vilaverd
43173,135,"Vilella Alta, La"
43174,193,"Vilella Baixa, La"
43176,954,Vimbodí i Poblet
43177,430,Vinebre
43178,1918,Vinyols i els Arcs
43052,1190,Xerta
44001,76,Ababuj
44002,56,Abejuela
44003,19,Aguatón
44004,550,Aguaviva
44005,64,Aguilar del Alfambra
44006,279,Alacón
44007,196,Alba
44008,2003,Albalate del Arzobispo
44009,1054,Albarracín
44010,267,Albentosa
44011,70,Alcaine
44012,398,Alcalá de la Selva
44013,16043,Alcañiz
44014,3326,Alcorisa
44016,568,Alfambra
44017,348,Aliaga
44021,128,Allepuz
44022,602,Alloza
44023,29,Allueva
44018,19,Almohaja
44019,63,Alobras
44020,23,Alpeñés
44024,27,Anadón
44025,7875,Andorra
44026,106,Arcos de las Salinas
44027,212,Arens de Lledó
44028,207,Argente
44029,738,Ariño
44031,106,Azaila
44032,19,Bádenas
44033,316,Báguena
44034,158,Bañón
44035,129,Barrachina
44036,35,Bea
44037,561,Beceite
44039,245,Bello
44038,119,Belmonte de San José
44040,248,Berge
44041,65,Bezas
44042,147,Blancas
44043,101,Blesa
44044,114,Bordón
44045,417,Bronchales
44046,53,Bueña
44047,254,Burbáguena
44048,68,Cabra de Mora
44049,1039,Calaceite
44050,4368,Calamocha
44051,3846,Calanda
44052,80,Calomarde
44053,130,Camañas
44054,127,Camarena de la Sierra
44055,94,Camarillas
44056,637,Caminreal
44059,712,Cantavieja
44060,41,Cañada de Benatanduz
44061,94,"Cañada de Verich, La"
44062,35,Cañada Vellida
44063,94,Cañizar del Olivar
44064,74,Cascante del Río
44065,62,Castejón de Tornos
44066,120,Castel de Cabra
44070,56,"Castellar, El"
44071,706,Castellote
44067,137,Castelnou
44068,827,Castelserás
44074,619,Cedrillas
44075,403,Celadas
44076,2673,Cella
44077,96,"Cerollera, La"
44080,368,"Codoñera, La"
44082,109,Corbalán
44084,63,Cortes de Aragón
44085,55,Cosa
44086,554,Cretas
44087,71,Crivillén
44088,38,"Cuba, La"
44089,52,Cubla
44090,96,Cucalón
44092,89,"Cuervo, El"
44093,141,Cuevas de Almudén
44094,127,Cuevas Labradas
44096,189,Ejulve
44097,152,Escorihuela
44099,954,Escucha
44100,237,Estercuel
44101,67,Ferreruela de Huerva
44102,31,Fonfría
44103,164,Formiche Alto
44105,86,Fórnoles
44106,204,Fortanete
44107,264,Foz-Calanda
44108,470,"Fresneda, La"
44109,130,Frías de Albarracín
44110,56,Fuenferrada
44111,105,Fuentes Calientes
44112,494,Fuentes Claras
44113,114,Fuentes de Rubielos
44114,291,Fuentespalda
44115,159,Galve
44116,102,Gargallo
44117,374,Gea de Albarracín
44118,199,"Ginebrosa, La"
44119,160,Griegos
44120,245,Guadalaviar
44121,73,Gúdar
44122,1724,Híjar
44123,131,Hinojosa de Jarque
44124,79,"Hoz de la Vieja, La"
44125,69,Huesa del Común
44126,424,"Iglesuela del Cid, La"
44127,77,Jabaloyas
44128,74,Jarque de la Val
44129,42,Jatiel
44130,38,Jorcas
44131,34,Josa
44132,79,Lagueruela
44133,27,Lanzuela
44135,113,Libros
44136,55,Lidón
44137,267,Linares de Mora
44141,163,Lledó
44138,138,Loscos
44142,35,Maicas
44143,502,Manzanera
44144,429,Martín del Río
44145,1302,Mas de las Matas
44146,263,"Mata de los Olmos, La"
44147,540,Mazaleón
44148,109,Mezquita de Jarque
44149,122,Mirambel
44150,28,Miravete de la Sierra
44151,251,Molinos
44152,66,Monforte de Moyuela
44153,2526,Monreal del Campo
44154,338,Monroyo
44155,1281,Montalbán
44156,52,Monteagudo del Castillo
44157,66,Monterde de Albarracín
44158,1574,Mora de Rubielos
44159,56,Moscardón
44160,581,Mosqueruela
44161,629,Muniesa
44163,146,Noguera de Albarracín
44164,29,Nogueras
44165,214,Nogueruelas
44167,44,Obón
44168,225,Odón
44169,405,Ojos Negros
44171,230,Olba
44172,365,Oliete
44173,127,"Olmos, Los"
44174,504,Orihuela del Tremedal
44175,133,Orrios
44176,174,Palomar de Arroyos
44177,116,Pancrudo
44178,57,"Parras de Castellote, Las"
44179,465,Peñarroya de Tastavins
44180,75,Peracense
44181,86,Peralejos
44182,227,Perales del Alfambra
44183,91,Pitarque
44184,49,Plou
44185,132,"Pobo, El"
44187,240,"Portellada, La"
44189,60,Pozondón
44190,72,Pozuel del Campo
44191,930,"Puebla de Híjar, La"
44192,460,"Puebla de Valverde, La"
44193,112,Puertomingalvo
44194,138,Ráfales
44195,92,Rillo
44196,151,Riodeva
44197,64,Ródenas
44198,215,Royuela
44199,50,Rubiales
44200,39,Rubielos de la Cérida
44201,658,Rubielos de Mora
44203,17,Salcedillo
44204,26,Saldón
44205,845,Samper de Calanda
44206,132,San Agustín
44207,163,San Martín del Río
44208,40,Santa Cruz de Nogueras
44209,1059,Santa Eulalia
44210,1125,Sarrión
44211,44,Segura de los Baños
44212,41,Seno
44213,80,Singra
44215,173,Terriente
44216,35564,Teruel
44217,30,Toril y Masegoso
44218,34,Tormón
44219,228,Tornos
44220,163,Torralba de los Sisones
44223,81,Torre de Arcas
44224,29,Torre de las Arcas
44225,129,Torre del Compte
44227,87,Torre los Negros
44221,424,Torrecilla de Alcañiz
44222,137,Torrecilla del Rebollar
44226,176,Torrelacárcel
44228,110,Torremocha de Jiloca
44229,179,Torres de Albarracín
44230,203,Torrevelilla
44231,45,Torrijas
44232,462,Torrijo del Campo
44234,66,Tramacastiel
44235,108,Tramacastilla
44236,67,Tronchón
44237,475,Urrea de Gaén
44238,3056,Utrillas
44239,23,Valacloche
44240,186,Valbona
44241,645,Valdealgorfa
44243,34,Valdecuenca
44244,90,Valdelinares
44245,296,Valdeltormo
44246,2311,Valderrobres
44247,363,Valjunquera
44249,59,"Vallecillo, El"
44250,19,Veguillas de la Sierra
44251,300,Villafranca del Campo
44252,99,Villahermosa del Campo
44256,49,Villanueva del Rebollar de la Sierra
44257,188,Villar del Cobo
44258,70,Villar del Salz
44260,176,Villarluengo
44261,863,Villarquemado
44262,160,Villarroya de los Pinares
44263,503,Villastar
44264,338,Villel
44265,262,Vinaceite
44266,138,Visiedo
44267,78,Vivel del Río Martín
44268,16,"Zoma, La"
45001,2267,Ajofrín
45002,3561,Alameda de la Sagra
45003,701,Albarreal de Tajo
45004,705,Alcabón
45005,281,Alcañizo
45006,1832,Alcaudete de la Jara
45007,835,Alcolea de Tajo
45008,172,Aldea en Cabo
45009,594,Aldeanueva de Barbarroya
45010,449,Aldeanueva de San Bartolomé
45011,320,Almendral de la Cañada
45012,851,Almonacid de Toledo
45013,2240,Almorox
45014,5160,Añover de Tajo
45015,784,Arcicóllar
45016,6093,Argés
45017,289,Azután
45018,783,Barcience
45019,10021,Bargas
45020,1611,Belvís de la Jara
45021,3614,Borox
45022,430,Buenaventura
45023,3092,Burguillos de Toledo
45024,1379,Burujón
45025,1781,Cabañas de la Sagra
45026,251,Cabañas de Yepes
45027,385,Cabezamesada
45028,4633,Calera y Chozas
45029,225,Caleruela
45030,541,Calzada de Oropesa
45031,3723,Camarena
45032,565,Camarenilla
45033,390,"Campillo de la Jara, El"
45034,1812,Camuñas
45035,353,Cardiel de los Montes
45036,771,Carmena
45037,1963,"Carpio de Tajo, El"
45038,4612,Carranque
45039,282,Carriches
45040,1933,"Casar de Escalona, El"
45041,5309,Casarrubios del Monte
45042,210,Casasbuenas
45043,946,Castillo de Bayuela
45045,1764,Cazalegas
45046,3445,Cebolla
45047,3680,Cedillo del Condado
45048,415,"Cerralbos, Los"
45049,539,Cervera de los Montes
45056,3710,Chozas de Canales
45057,268,Chueca
45050,556,Ciruelos
45051,2201,Cobeja
45052,4186,Cobisa
45053,10328,Consuegra
45054,5536,Corral de Almaguer
45055,1385,Cuerva
45058,436,Domingo Pérez
45059,2241,Dosbarrios
45060,222,Erustes
45061,3203,Escalona
45062,1462,Escalonilla
45063,497,Espinoso del Rey
45064,5386,Esquivias
45065,250,"Estrella, La"
45066,11001,Fuensalida
45067,3136,Gálvez
45068,181,Garciotum
45069,2384,Gerindote
45070,1833,Guadamur
45071,2286,"Guardia, La"
45072,815,"Herencias, Las"
45073,365,Herreruela de Oropesa
45074,413,Hinojosa de San Vicente
45075,158,Hontanar
45076,722,Hormigos
45077,657,Huecas
45078,1770,Huerta de Valdecarábanos
45079,433,"Iglesuela, La"
45080,6,Illán de Vacas
45081,26672,Illescas
45082,1468,Lagartera
45083,625,Layos
45084,2754,Lillo
45085,2365,Lominchar
45086,602,Lucillos
45087,10793,Madridejos
45088,3225,Magán
45089,1842,Malpica de Tajo
45090,406,Manzaneque
45091,480,Maqueda
45092,288,Marjaliza
45093,163,Marrupe
45094,446,Mascaraque
45095,908,"Mata, La"
45096,1278,Mazarambroz
45097,1268,Mejorada
45098,2785,Menasalbas
45099,4909,Méntrida
45100,224,Mesegar de Tajo
45101,5042,Miguel Esteban
45102,4844,Mocejón
45103,436,Mohedas de la Jara
45104,522,Montearagón
45105,426,Montesclaros
45106,9897,Mora
45107,4524,Nambroca
45108,570,"Nava de Ricomalillo, La"
45109,3818,Navahermosa
45110,2137,Navalcán
45111,70,Navalmoralejo
45112,2673,"Navalmorales, Los"
45113,2309,"Navalucillos, Los"
45114,655,Navamorcuende
45115,3533,Noblejas
45116,899,Noez
45117,920,Nombela
45118,2707,Novés
45119,4734,Numancia de la Sagra
45120,143,Nuño Gómez
45121,10489,Ocaña
45122,7357,Olías del Rey
45123,4250,Ontígola
45124,2706,Orgaz
45125,2744,Oropesa
45126,356,Otero
45127,876,Palomeque
45128,3335,Pantoja
45129,137,Paredes de Escalona
45130,365,Parrillas
45131,333,Pelahustán
45132,2801,Pepino
45133,3833,Polán
45134,2153,Portillo de Toledo
45135,5454,"Puebla de Almoradiel, La"
45136,7959,"Puebla de Montalbán, La"
45137,2244,"Pueblanueva, La"
45138,1296,"Puente del Arzobispo, El"
45139,174,Puerto de San Vicente
45140,1558,Pulgar
45141,1065,Quero
45142,11130,Quintanar de la Orden
45143,1525,Quismondo
45144,998,"Real de San Vicente, El"
45145,4309,Recas
45146,110,Retamoso de la Jara
45147,746,Rielves
45148,310,Robledo del Mazo
45149,641,"Romeral, El"
45150,495,San Bartolomé de las Abiertas
45151,786,San Martín de Montalbán
45152,712,San Martín de Pusa
45153,1900,San Pablo de los Montes
45154,1869,San Román de los Montes
45155,413,Santa Ana de Pusa
45156,4328,Santa Cruz de la Zarza
45157,2857,Santa Cruz del Retamar
45158,3220,Santa Olalla
45901,1014,Santo Domingo-Caudilla
45159,102,Sartajada
45160,1317,Segurilla
45161,22027,Seseña
45162,729,Sevilleja de la Jara
45163,11198,Sonseca
45164,204,Sotillo de las Palomas
45165,84119,Talavera de la Reina
45166,2091,Tembleque
45167,1887,"Toboso, El"
45168,83459,Toledo
45169,215,Torralba de Oropesa
45171,1729,"Torre de Esteban Hambrán, La"
45170,251,Torrecilla de la Jara
45172,781,Torrico
45173,13257,Torrijos
45174,362,Totanés
45175,813,Turleque
45176,5294,Ugena
45177,2705,Urda
45179,613,Valdeverdeja
45180,4113,Valmojado
45181,2890,Velada
45182,1183,"Ventas con Peña Aguilera, Las"
45183,3275,"Ventas de Retamosa, Las"
45184,235,"Ventas de San Julián, Las"
45186,3854,"Villa de Don Fadrique, La"
45185,9935,Villacañas
45187,5098,Villafranca de los Caballeros
45188,3828,Villaluenga de la Sagra
45189,857,Villamiel de Toledo
45190,567,Villaminaya
45191,651,Villamuelas
45192,3451,Villanueva de Alcardete
45193,755,Villanueva de Bogas
45194,77,Villarejo de Montalbán
45195,2611,Villarrubia de Santiago
45196,1831,Villaseca de la Sagra
45197,2503,Villasequilla
45198,2433,Villatobas
45199,4207,"Viso de San Juan, El"
45200,6095,"Yébenes, Los"
45201,5052,Yeles
45202,5066,Yepes
45203,3648,Yuncler
45204,864,Yunclillos
45205,10613,Yuncos
46001,1137,Ademuz
46002,1437,Ador
46004,2395,Agullent
46042,4724,Aielo de Malferit
46043,168,Aielo de Rugat
46005,29660,Alaquàs
46006,5933,Albaida
46007,16136,Albal
46008,3431,Albalat de la Ribera
46009,3889,Albalat dels Sorells
46010,1185,Albalat dels Tarongers
46011,10537,Alberic
46012,1147,Alborache
46013,23837,Alboraya
46014,3919,Albuixech
46016,1319,Alcàntera de Xúquer
46015,9692,Alcàsser
46018,691,Alcublas
46020,5181,"Alcúdia de Crespins, l'"
46019,11820,"Alcúdia, l'"
46021,31246,Aldaia
46022,20777,Alfafar
46024,522,Alfara de la Baronia
46025,3323,Alfara del Patriarca
46026,1510,Alfarp
46027,1274,Alfarrasí
46023,451,Alfauir
46028,484,Algar de Palancia
46029,27607,Algemesí
46030,1047,Algimia de Alfara
46031,13283,Alginet
46032,7297,Almàssera
46033,273,Almiserà
46034,2322,Almoines
46035,8869,Almussafes
46036,641,Alpuente
